annotation_id,image_id,session_id,scope_id,file_name,fits_path,img_width,img_height,length_px,aspect_ratio,angle_deg,snr,band,snr_class,aspect_class
67,73,atwood_20260412,atwood,Streak_42954_212123.fits,/Volumes/External/TrainingData/raw/BrentImages/Img_20260412_Atwood/Streak_42954_212123.fits,6248,4176,917.46,57.341,35.06,6.07,long,medium,thin
68,74,atwood_20260412,atwood,Streak_42954_212137.fits,/Volumes/External/TrainingData/raw/BrentImages/Img_20260412_Atwood/Streak_42954_212137.fits,6248,4176,965.85,60.365,37.43,5.16,long,medium,thin
69,75,atwood_20260412,atwood,Streak_42954_212150.fits,/Volumes/External/TrainingData/raw/BrentImages/Img_20260412_Atwood/Streak_42954_212150.fits,6248,4176,983.72,61.482,40.05,5.37,long,medium,thin
70,76,atwood_20260412,atwood,Streak_42954_212203.fits,/Volumes/External/TrainingData/raw/BrentImages/Img_20260412_Atwood/Streak_42954_212203.fits,6248,4176,973.39,60.837,43.33,5.01,long,medium,thin
71,77,atwood_20260412,atwood,Streak_42954_212216.fits,/Volumes/External/TrainingData/raw/BrentImages/Img_20260412_Atwood/Streak_42954_212216.fits,6248,4176,921.39,57.587,48.21,5.6,long,medium,thin
73,79,atwood_20260412,atwood,Streak_42954_212243.fits,/Volumes/External/TrainingData/raw/BrentImages/Img_20260412_Atwood/Streak_42954_212243.fits,6248,4176,779.75,48.734,61.0,6.86,medium,medium,thin
72,78,atwood_20260412,atwood,Streak_42954_212230.fits,/Volumes/External/TrainingData/raw/BrentImages/Img_20260412_Atwood/Streak_42954_212230.fits,6248,4176,851.41,53.213,53.45,5.37,long,medium,thin
76,82,atwood_20260412,atwood,Streak_42954_212321.fits,/Volumes/External/TrainingData/raw/BrentImages/Img_20260412_Atwood/Streak_42954_212321.fits,6248,4176,546.29,34.143,84.75,10.76,medium,medium,thin
75,81,atwood_20260412,atwood,Streak_42954_212309.fits,/Volumes/External/TrainingData/raw/BrentImages/Img_20260412_Atwood/Streak_42954_212309.fits,6248,4176,610.57,38.161,77.03,12.52,medium,medium,thin
74,80,atwood_20260412,atwood,Streak_42954_212256.fits,/Volumes/External/TrainingData/raw/BrentImages/Img_20260412_Atwood/Streak_42954_212256.fits,6248,4176,686.23,42.889,69.08,8.59,medium,medium,thin
77,83,atwood_20260412,atwood,Streak_42954_212333.fits,/Volumes/External/TrainingData/raw/BrentImages/Img_20260412_Atwood/Streak_42954_212333.fits,6248,4176,481.15,30.072,91.43,13.32,medium,medium,thin
80,86,atwood_20260412,atwood,Streak_42954_212408.fits,/Volumes/External/TrainingData/raw/BrentImages/Img_20260412_Atwood/Streak_42954_212408.fits,6248,4176,144.52,9.032,108.56,5.9,short,medium,normal
81,88,atwood_20260412,atwood,Streak_43071_220049.fits,/Volumes/External/TrainingData/raw/BrentImages/Img_20260412_Atwood/Streak_43071_220049.fits,6248,4176,242.35,15.147,3.07,21.55,short,bright,normal
82,89,atwood_20260412,atwood,Streak_43071_220059.fits,/Volumes/External/TrainingData/raw/BrentImages/Img_20260412_Atwood/Streak_43071_220059.fits,6248,4176,264.92,16.557,4.76,38.85,short,bright,normal
78,84,atwood_20260412,atwood,Streak_42954_212345.fits,/Volumes/External/TrainingData/raw/BrentImages/Img_20260412_Atwood/Streak_42954_212345.fits,6248,4176,434.75,27.172,97.53,9.56,medium,medium,thin
79,85,atwood_20260412,atwood,Streak_42954_212357.fits,/Volumes/External/TrainingData/raw/BrentImages/Img_20260412_Atwood/Streak_42954_212357.fits,6248,4176,382.48,23.905,104.07,5.51,medium,medium,thin
83,90,atwood_20260412,atwood,Streak_43071_220110.fits,/Volumes/External/TrainingData/raw/BrentImages/Img_20260412_Atwood/Streak_43071_220110.fits,6248,4176,280.35,17.522,2.86,32.47,medium,bright,normal
84,91,atwood_20260412,atwood,Streak_43071_220121.fits,/Volumes/External/TrainingData/raw/BrentImages/Img_20260412_Atwood/Streak_43071_220121.fits,6248,4176,307.59,19.224,3.54,50.79,medium,bright,normal
85,92,atwood_20260412,atwood,Streak_43071_220132.fits,/Volumes/External/TrainingData/raw/BrentImages/Img_20260412_Atwood/Streak_43071_220132.fits,6248,4176,323.26,20.204,2.3,22.89,medium,bright,thin
86,93,atwood_20260412,atwood,Streak_43071_220143.fits,/Volumes/External/TrainingData/raw/BrentImages/Img_20260412_Atwood/Streak_43071_220143.fits,6248,4176,354.2,22.138,1.94,60.92,medium,bright,thin
88,95,atwood_20260412,atwood,Streak_43071_220206.fits,/Volumes/External/TrainingData/raw/BrentImages/Img_20260412_Atwood/Streak_43071_220206.fits,6248,4176,416.56,26.035,175.04,55.1,medium,bright,thin
89,96,atwood_20260412,atwood,Streak_43071_220251.fits,/Volumes/External/TrainingData/raw/BrentImages/Img_20260412_Atwood/Streak_43071_220251.fits,6248,4176,575.54,35.971,13.77,41.86,medium,bright,thin
87,94,atwood_20260412,atwood,Streak_43071_220154.fits,/Volumes/External/TrainingData/raw/BrentImages/Img_20260412_Atwood/Streak_43071_220154.fits,6248,4176,705.57,44.098,86.18,18.23,medium,medium,thin
90,97,atwood_20260412,atwood,Streak_43071_220308.fits,/Volumes/External/TrainingData/raw/BrentImages/Img_20260412_Atwood/Streak_43071_220308.fits,6248,4176,663.4,41.462,10.16,42.43,medium,bright,thin
91,98,atwood_20260412,atwood,Streak_43071_220356.fits,/Volumes/External/TrainingData/raw/BrentImages/Img_20260412_Atwood/Streak_43071_220356.fits,6248,4176,843.02,52.689,7.91,60.14,long,bright,thin
94,101,atwood_20260412,atwood,Streak_43071_220456.fits,/Volumes/External/TrainingData/raw/BrentImages/Img_20260412_Atwood/Streak_43071_220456.fits,6248,4176,718.85,44.928,7.92,83.03,medium,bright,thin
93,100,atwood_20260412,atwood,Streak_43071_220442.fits,/Volumes/External/TrainingData/raw/BrentImages/Img_20260412_Atwood/Streak_43071_220442.fits,6248,4176,772.62,48.289,6.91,92.94,medium,bright,thin
95,102,atwood_20260412,atwood,Streak_43071_220509.fits,/Volumes/External/TrainingData/raw/BrentImages/Img_20260412_Atwood/Streak_43071_220509.fits,6248,4176,653.17,40.823,7.21,95.78,medium,bright,thin
97,104,atwood_20260412,atwood,Streak_43071_220537.fits,/Volumes/External/TrainingData/raw/BrentImages/Img_20260412_Atwood/Streak_43071_220537.fits,6248,4176,534.84,33.428,6.87,113.23,medium,bright,thin
96,103,atwood_20260412,atwood,Streak_43071_220523.fits,/Volumes/External/TrainingData/raw/BrentImages/Img_20260412_Atwood/Streak_43071_220523.fits,6248,4176,593.12,37.07,8.24,104.76,medium,bright,thin
100,123,atwood_20260412,atwood,Streak_44768_211607.fits,/Volumes/External/TrainingData/raw/BrentImages/Img_20260412_Atwood/Streak_44768_211607.fits,6248,4176,299.82,18.739,123.85,4.12,medium,faint,normal
101,124,atwood_20260412,atwood,Streak_44768_211618.fits,/Volumes/External/TrainingData/raw/BrentImages/Img_20260412_Atwood/Streak_44768_211618.fits,6248,4176,334.28,20.893,120.17,5.35,medium,medium,thin
99,116,atwood_20260412,atwood,Streak_44311_205614.fits,/Volumes/External/TrainingData/raw/BrentImages/Img_20260412_Atwood/Streak_44311_205614.fits,6248,4176,493.57,30.848,106.6,4.46,medium,faint,thin
98,106,atwood_20260412,atwood,Streak_46146_212357.fits,/Volumes/External/TrainingData/raw/BrentImages/Img_20260412_Atwood/Streak_46146_212357.fits,6248,4176,779.29,48.706,61.99,9.4,medium,medium,thin
102,125,atwood_20260412,atwood,Streak_44768_211629.fits,/Volumes/External/TrainingData/raw/BrentImages/Img_20260412_Atwood/Streak_44768_211629.fits,6248,4176,378.94,23.684,118.19,11.99,medium,medium,thin
92,99,atwood_20260412,atwood,Streak_43071_220427.fits,/Volumes/External/TrainingData/raw/BrentImages/Img_20260412_Atwood/Streak_43071_220427.fits,6248,4176,1540.02,96.251,89.74,37.5,long,bright,thin
103,126,atwood_20260412,atwood,Streak_44768_211641.fits,/Volumes/External/TrainingData/raw/BrentImages/Img_20260412_Atwood/Streak_44768_211641.fits,6248,4176,433.46,27.091,115.26,4.28,medium,faint,thin
104,127,atwood_20260412,atwood,Streak_44768_211653.fits,/Volumes/External/TrainingData/raw/BrentImages/Img_20260412_Atwood/Streak_44768_211653.fits,6248,4176,498.98,31.187,111.27,4.93,medium,faint,thin
105,128,atwood_20260412,atwood,Streak_44768_211705.fits,/Volumes/External/TrainingData/raw/BrentImages/Img_20260412_Atwood/Streak_44768_211705.fits,6248,4176,588.56,36.785,107.6,4.53,medium,faint,thin
106,129,atwood_20260412,atwood,Streak_44768_211717.fits,/Volumes/External/TrainingData/raw/BrentImages/Img_20260412_Atwood/Streak_44768_211717.fits,6248,4176,688.22,43.014,102.84,5.83,medium,medium,thin
107,130,atwood_20260412,atwood,Streak_44768_211732.fits,/Volumes/External/TrainingData/raw/BrentImages/Img_20260412_Atwood/Streak_44768_211732.fits,6248,4176,829.67,51.855,95.39,8.24,long,medium,thin
108,131,atwood_20260412,atwood,Streak_44768_211747.fits,/Volumes/External/TrainingData/raw/BrentImages/Img_20260412_Atwood/Streak_44768_211747.fits,6248,4176,982.26,61.391,85.33,9.07,long,medium,thin
109,132,atwood_20260412,atwood,Streak_44768_211803.fits,/Volumes/External/TrainingData/raw/BrentImages/Img_20260412_Atwood/Streak_44768_211803.fits,6248,4176,1127.36,70.46,75.41,5.9,long,medium,thin
112,135,atwood_20260412,atwood,Streak_44768_211921.fits,/Volumes/External/TrainingData/raw/BrentImages/Img_20260412_Atwood/Streak_44768_211921.fits,6248,4176,816.1,51.006,52.22,5.82,long,medium,thin
111,134,atwood_20260412,atwood,Streak_44768_211907.fits,/Volumes/External/TrainingData/raw/BrentImages/Img_20260412_Atwood/Streak_44768_211907.fits,6248,4176,1016.88,63.555,53.84,5.07,long,medium,thin
110,133,atwood_20260412,atwood,Streak_44768_211852.fits,/Volumes/External/TrainingData/raw/BrentImages/Img_20260412_Atwood/Streak_44768_211852.fits,6248,4176,1266.7,79.169,55.03,4.36,long,faint,thin
116,141,atwood_20260412,atwood,Streak_44782_214334.fits,/Volumes/External/TrainingData/raw/BrentImages/Img_20260412_Atwood/Streak_44782_214334.fits,6248,4176,157.81,9.863,137.31,4.18,short,faint,normal
114,137,atwood_20260412,atwood,Streak_44768_211949.fits,/Volumes/External/TrainingData/raw/BrentImages/Img_20260412_Atwood/Streak_44768_211949.fits,6248,4176,533.97,33.373,51.69,10.68,medium,medium,thin
115,138,atwood_20260412,atwood,Streak_44768_212003.fits,/Volumes/External/TrainingData/raw/BrentImages/Img_20260412_Atwood/Streak_44768_212003.fits,6248,4176,442.2,27.638,53.18,14.06,medium,medium,thin
113,136,atwood_20260412,atwood,Streak_44768_211935.fits,/Volumes/External/TrainingData/raw/BrentImages/Img_20260412_Atwood/Streak_44768_211935.fits,6248,4176,654.0,40.875,52.95,7.41,medium,medium,thin
117,142,atwood_20260412,atwood,Streak_45081_214351.fits,/Volumes/External/TrainingData/raw/BrentImages/Img_20260412_Atwood/Streak_45081_214351.fits,6248,4176,518.78,32.423,122.4,311.49,medium,bright,thin
121,146,atwood_20260412,atwood,Streak_46146_212100.fits,/Volumes/External/TrainingData/raw/BrentImages/Img_20260412_Atwood/Streak_46146_212100.fits,6248,4176,396.34,24.771,160.24,6.76,medium,medium,thin
118,143,atwood_20260412,atwood,Streak_45081_214403.fits,/Volumes/External/TrainingData/raw/BrentImages/Img_20260412_Atwood/Streak_45081_214403.fits,6248,4176,611.74,38.234,119.58,109.7,medium,bright,thin
119,144,atwood_20260412,atwood,Streak_45081_214417.fits,/Volumes/External/TrainingData/raw/BrentImages/Img_20260412_Atwood/Streak_45081_214417.fits,6248,4176,757.92,47.37,112.74,60.32,medium,bright,thin
122,147,atwood_20260412,atwood,Streak_46146_212111.fits,/Volumes/External/TrainingData/raw/BrentImages/Img_20260412_Atwood/Streak_46146_212111.fits,6248,4176,452.38,28.274,159.96,7.32,medium,medium,thin
123,148,atwood_20260412,atwood,Streak_46146_212123.fits,/Volumes/External/TrainingData/raw/BrentImages/Img_20260412_Atwood/Streak_46146_212123.fits,6248,4176,529.53,33.096,160.13,11.62,medium,medium,thin
120,145,atwood_20260412,atwood,Streak_45081_214432.fits,/Volumes/External/TrainingData/raw/BrentImages/Img_20260412_Atwood/Streak_45081_214432.fits,6248,4176,958.27,59.892,103.7,60.61,long,bright,thin
124,149,atwood_20260412,atwood,Streak_46146_212135.fits,/Volumes/External/TrainingData/raw/BrentImages/Img_20260412_Atwood/Streak_46146_212135.fits,6248,4176,619.07,38.692,160.07,21.43,medium,bright,thin
125,150,atwood_20260412,atwood,Streak_46146_212147.fits,/Volumes/External/TrainingData/raw/BrentImages/Img_20260412_Atwood/Streak_46146_212147.fits,6248,4176,721.69,45.106,159.05,36.49,medium,bright,thin
129,160,atwood_20260412,atwood,Streak_47587_215245.fits,/Volumes/External/TrainingData/raw/BrentImages/Img_20260412_Atwood/Streak_47587_215245.fits,6248,4176,838.15,52.384,151.42,7.77,long,medium,thin
126,152,atwood_20260412,atwood,Streak_46146_212213.fits,/Volumes/External/TrainingData/raw/BrentImages/Img_20260412_Atwood/Streak_46146_212213.fits,6248,4176,976.53,61.033,156.72,7.2,long,medium,thin
128,154,atwood_20260412,atwood,Streak_46146_212243.fits,/Volumes/External/TrainingData/raw/BrentImages/Img_20260412_Atwood/Streak_46146_212243.fits,6248,4176,1187.37,74.211,146.75,5.81,long,medium,thin
